accuracy,precision,recall,student_loss,distillation_loss,val_accuracy,val_precision,val_recall,val_student_loss
0.31111112236976624,0.3192567527294159,0.30000001192092896,2.709242582321167,0.013051437214016914,0.21164022386074066,0.0,0.0,1.338451862335205
0.561904788017273,0.5745393633842468,0.5444444417953491,1.3174409866333008,0.01326143927872181,0.21164022386074066,1.0,0.010582011193037033,1.3444539308547974
0.6365079283714294,0.6608391404151917,0.6000000238418579,0.888532817363739,0.009185663424432278,0.26455026865005493,0.6666666865348816,0.010582011193037033,1.3047723770141602
0.7190476059913635,0.7435008883476257,0.6809523701667786,0.7090802788734436,0.010292841121554375,0.5026455521583557,0.0,0.0,1.255332589149475
0.776190459728241,0.806921660900116,0.7031745910644531,0.5129519104957581,0.010099234990775585,0.48148152232170105,1.0,0.0052910055965185165,1.2031276226043701
0.8238095641136169,0.8736263513565063,0.7571428418159485,0.6392699480056763,0.00953810103237629,0.3597883880138397,0.4444444477558136,0.04232804477214813,1.2020149230957031
0.8476190567016602,0.8847517967224121,0.7920634746551514,0.3924710154533386,0.009802610613405704,0.222222238779068,0.29411765933036804,0.052910055965185165,1.2927374839782715
0.8777778148651123,0.9006849527359009,0.8349206447601318,0.3243924081325531,0.011773672886192799,0.20105820894241333,0.21311476826667786,0.13756614923477173,1.461986780166626
0.903174638748169,0.9190082550048828,0.882539689540863,0.26029616594314575,0.012614665552973747,0.18518519401550293,0.19117647409439087,0.13756614923477173,1.6885370016098022
0.9269841313362122,0.9327868819236755,0.903174638748169,0.2380303144454956,0.01396670751273632,0.18518519401550293,0.1944444477558136,0.14814814925193787,1.932944416999817
0.9333333373069763,0.9417476058006287,0.9238095283508301,0.19286169111728668,0.014383462257683277,0.1587301641702652,0.18666665256023407,0.14814814925193787,2.241729736328125
0.9460317492485046,0.9518458843231201,0.9412698745727539,0.1511678844690323,0.015857478603720665,0.1587301641702652,0.17177914083003998,0.14814814925193787,2.572922706604004
0.9650793671607971,0.975649356842041,0.9539682865142822,0.0884627029299736,0.017685990780591965,0.15343916416168213,0.1666666716337204,0.15343916416168213,2.866266965866089
0.9793651103973389,0.9854132533073425,0.9650793671607971,0.1442955732345581,0.01705143041908741,0.15343916416168213,0.15846994519233704,0.15343916416168213,3.113935708999634
0.9777777791023254,0.9807692170143127,0.9714285731315613,0.07086896151304245,0.016978854313492775,0.15343916416168213,0.15760870277881622,0.15343916416168213,3.3423714637756348
0.982539713382721,0.9856230020523071,0.9793651103973389,0.07503014802932739,0.019153261557221413,0.15343916416168213,0.15591397881507874,0.15343916416168213,3.5780160427093506
0.9888889193534851,0.9920000433921814,0.9841269850730896,0.08333395421504974,0.01862337999045849,0.15343916416168213,0.15425531566143036,0.15343916416168213,3.738158702850342
0.9936507940292358,0.9952229261398315,0.9920635223388672,0.05440880358219147,0.01777329482138157,0.15343916416168213,0.15425531566143036,0.15343916416168213,3.8744590282440186
0.9841269850730896,0.9904153347015381,0.9841269850730896,0.05535689741373062,0.019359324127435684,0.15343916416168213,0.15425531566143036,0.15343916416168213,4.082978248596191
0.9888889193534851,0.9888712167739868,0.9873015880584717,0.05092150717973709,0.01778971403837204,0.15343916416168213,0.15425531566143036,0.15343916416168213,4.298462390899658
0.9952381253242493,0.9968101978302002,0.9920635223388672,0.03688104823231697,0.019356170669198036,0.15343916416168213,0.15343916416168213,0.15343916416168213,4.502521991729736
0.9888889193534851,0.9920254945755005,0.9873015880584717,0.05239401385188103,0.01794200763106346,0.15343916416168213,0.15343916416168213,0.15343916416168213,4.617979526519775
0.9968253970146179,0.9968203902244568,0.9952381253242493,0.020905034616589546,0.019176820293068886,0.15343916416168213,0.15343916416168213,0.15343916416168213,4.6810126304626465
1.0,1.0,1.0,0.02132413536310196,0.019488617777824402,0.15343916416168213,0.15343916416168213,0.15343916416168213,4.759727954864502
0.9968253970146179,0.9968253970146179,0.9968253970146179,0.01845455728471279,0.01888454146683216,0.15343916416168213,0.15343916416168213,0.15343916416168213,4.859969615936279
0.9984127283096313,0.998410165309906,0.9968253970146179,0.01100390125066042,0.02090110443532467,0.16402117908000946,0.16042780876159668,0.1587301641702652,4.9762959480285645
0.9984127283096313,1.0,0.9984127283096313,0.008353253826498985,0.020161446183919907,0.18518519401550293,0.18518519401550293,0.18518519401550293,5.100820064544678
0.9984127283096313,0.9984127283096313,0.9984127283096313,0.016936928033828735,0.020409567281603813,0.2380952537059784,0.2393616884946823,0.2380952537059784,5.22965145111084
0.9968253970146179,0.9968253970146179,0.9968253970146179,0.015542073175311089,0.02027801051735878,0.17989419400691986,0.1808510571718216,0.17989419400691986,5.347475528717041
1.0,1.0,1.0,0.010467021726071835,0.020957963541150093,0.16402117908000946,0.16402117908000946,0.16402117908000946,5.442968845367432
1.0,1.0,1.0,0.007144171744585037,0.021210474893450737,0.16402117908000946,0.16402117908000946,0.16402117908000946,5.546772003173828
0.9984127283096313,0.9984127283096313,0.9984127283096313,0.00433607492595911,0.019703088328242302,0.16402117908000946,0.1666666716337204,0.16402117908000946,5.6430816650390625
0.9984127283096313,0.998410165309906,0.9968253970146179,0.03307238221168518,0.02053261175751686,0.16402117908000946,0.16402117908000946,0.16402117908000946,5.748260498046875
0.9984127283096313,0.9984127283096313,0.9984127283096313,0.00838161539286375,0.020802369341254234,0.17989419400691986,0.1808510571718216,0.17989419400691986,5.838817596435547
1.0,1.0,1.0,0.008243770338594913,0.020432276651263237,0.2063492238521576,0.2063492238521576,0.2063492238521576,5.938746929168701
1.0,1.0,1.0,0.013097886927425861,0.018843885511159897,0.24338625371456146,0.24338625371456146,0.24338625371456146,6.038290500640869
1.0,1.0,1.0,0.005094875115901232,0.019760947674512863,0.30687832832336426,0.3085106313228607,0.30687832832336426,6.131806373596191
1.0,1.0,1.0,0.006788437720388174,0.021383333951234818,0.3492063581943512,0.3492063581943512,0.3492063581943512,6.231715679168701
1.0,1.0,1.0,0.0037355150561779737,0.019844351336359978,0.37037038803100586,0.37037038803100586,0.37037038803100586,6.324195861816406
1.0,1.0,1.0,0.003665417432785034,0.02165844850242138,0.37037038803100586,0.37037038803100586,0.37037038803100586,6.398325443267822
1.0,1.0,1.0,0.006639120168983936,0.021683016791939735,0.37037038803100586,0.37037038803100586,0.37037038803100586,6.458510875701904
1.0,1.0,1.0,0.00572507968172431,0.019502324983477592,0.3492063581943512,0.3492063581943512,0.3492063581943512,6.4887003898620605
1.0,1.0,1.0,0.004481413401663303,0.019826121628284454,0.3492063581943512,0.3492063581943512,0.3492063581943512,6.484991550445557
1.0,1.0,1.0,0.003942408133298159,0.02005505934357643,0.35449737310409546,0.35449737310409546,0.35449737310409546,6.466963768005371
1.0,1.0,1.0,0.0036692083813250065,0.020143581554293633,0.3492063581943512,0.3492063581943512,0.3492063581943512,6.449530601501465
1.0,1.0,1.0,0.008206273429095745,0.01953459158539772,0.3439153730869293,0.3439153730869293,0.3439153730869293,6.480106830596924
1.0,1.0,1.0,0.0019029133254662156,0.02137327566742897,0.3439153730869293,0.3439153730869293,0.3439153730869293,6.501408576965332
1.0,1.0,1.0,0.004775083623826504,0.019949885085225105,0.3439153730869293,0.3439153730869293,0.3439153730869293,6.538784980773926
0.9984127283096313,0.9984127283096313,0.9984127283096313,0.004004304762929678,0.021242834627628326,0.3492063581943512,0.3492063581943512,0.3492063581943512,6.5634026527404785
1.0,1.0,1.0,0.009527372196316719,0.019284777343273163,0.3439153730869293,0.3439153730869293,0.3439153730869293,6.540211200714111
1.0,1.0,1.0,0.0024531695526093245,0.020618319511413574,0.3492063581943512,0.3492063581943512,0.3492063581943512,6.522604465484619
1.0,1.0,1.0,0.0013650553300976753,0.020036794245243073,0.35449737310409546,0.35449737310409546,0.35449737310409546,6.527441024780273
1.0,1.0,1.0,0.0038212004583328962,0.020746668800711632,0.3492063581943512,0.3492063581943512,0.3492063581943512,6.53224515914917
1.0,1.0,1.0,0.004262674134224653,0.020315252244472504,0.3492063581943512,0.3492063581943512,0.3492063581943512,6.538973808288574
1.0,1.0,1.0,0.0033366403076797724,0.019806265830993652,0.35449737310409546,0.35449737310409546,0.35449737310409546,6.5364484786987305
1.0,1.0,1.0,0.0032790007535368204,0.01899772509932518,0.35449737310409546,0.35638296604156494,0.35449737310409546,6.517823696136475
1.0,1.0,1.0,0.002899434417486191,0.021091556176543236,0.35449737310409546,0.35449737310409546,0.35449737310409546,6.519775867462158
1.0,1.0,1.0,0.002383012557402253,0.020542005077004433,0.37037038803100586,0.37037038803100586,0.37037038803100586,6.522047996520996
1.0,1.0,1.0,0.001903106807731092,0.020120522007346153,0.3650793731212616,0.3650793731212616,0.3650793731212616,6.530478000640869
1.0,1.0,1.0,0.0006889390060678124,0.02027207799255848,0.3650793731212616,0.3650793731212616,0.3650793731212616,6.537596702575684
1.0,1.0,1.0,0.002595917321741581,0.02077038399875164,0.3597883880138397,0.3597883880138397,0.3597883880138397,6.553232192993164
