accuracy,precision,recall,student_loss,distillation_loss,val_accuracy,val_precision,val_recall,val_student_loss
0.37142857909202576,0.3830508291721344,0.35873016715049744,4.16757345199585,0.030850078910589218,0.21164022386074066,0.7450980544090271,0.20105820894241333,1.3657537698745728
0.5206349492073059,0.5370051860809326,0.4952380955219269,1.542132019996643,0.02294408716261387,0.23280423879623413,1.0,0.010582011193037033,1.3124905824661255
0.5507936477661133,0.5721925497055054,0.5095238089561462,1.2677439451217651,0.021794775500893593,0.25925928354263306,0.6666666865348816,0.052910055965185165,1.3098881244659424
0.6619047522544861,0.6941391825675964,0.6015872955322266,0.8471360206604004,0.014118066057562828,0.38624340295791626,0.6470588445663452,0.05820105969905853,1.2683448791503906
0.7174603343009949,0.7754716873168945,0.6523809432983398,0.7165883183479309,0.013259105384349823,0.5449735522270203,0.6666666865348816,0.010582011193037033,1.219792366027832
0.7603174448013306,0.8019230961799622,0.6619047522544861,0.6189754009246826,0.011952586472034454,0.46560847759246826,0.5,0.021164022386074066,1.1818463802337646
0.8111110925674438,0.8728652596473694,0.7301587462425232,0.5729066729545593,0.010208817198872566,0.3650793731212616,0.5,0.0317460335791111,1.1824915409088135
0.8476190567016602,0.8906810283660889,0.7888888716697693,0.4314655661582947,0.0077577754855155945,0.24867726862430573,0.4375,0.03703703731298447,1.2542310953140259
0.8682540059089661,0.8881356120109558,0.8317460417747498,0.3723096549510956,0.00614748802036047,0.19576720893383026,0.5416666865348816,0.06878307461738586,1.3737835884094238
0.8904762268066406,0.9156829714775085,0.8619047999382019,0.26895976066589355,0.004443000070750713,0.19576720893383026,0.3484848439693451,0.12169312685728073,1.5089670419692993
0.9238095283508301,0.9358552694320679,0.903174638748169,0.24596133828163147,0.004359525628387928,0.17989419400691986,0.242990642786026,0.13756614923477173,1.6718788146972656
0.9174603223800659,0.9288026094436646,0.9111111164093018,0.17391696572303772,0.0025708191096782684,0.17989419400691986,0.22413793206214905,0.13756614923477173,1.8268837928771973
